Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
1360,(house 235),Salford,(place 1237),Trafford,12
1616,(place 1237),Trafford,(place 1237),Trafford,2
3383,(house 780),Oldham,(place 1231),Oldham,12
1565,(place 1225),Manchester,(place 1225),Manchester,2
2131,(house 1145),Tameside,(house 1145),Tameside,2
3297,(house 786),Oldham,(place 1229),Tameside,12
2079,(place 1230),Tameside,(place 1230),Tameside,2
1862,(place 1225),Manchester,(house 422),Manchester,6
2847,(house 997),Rochdale,(place 1233),Rochdale,12
3269,(place 1232),Oldham,(place 1232),Oldham,2
1298,(place 1228),Bury,(place 1227),Bury,6
1255,(house 235),Salford,(place 1237),Trafford,12
3300,(house 799),Oldham,(place 1234),Rochdale,12
2138,(house 1219),Tameside,(place 1225),Manchester,12
2210,(house 1199),Tameside,(place 1225),Manchester,12
2211,(house 1199),Tameside,(place 1225),Manchester,12
1594,(house 488),Manchester,(place 1226),Manchester,12
1747,(house 669),Manchester,(place 1228),Bury,12
3253,(house 728),Oldham,(place 1232),Oldham,12
2449,(place 1228),Bury,(place 1228),Bury,2
1786,(house 690),Manchester,(place 1237),Trafford,12
1918,(house 579),Manchester,(place 1226),Manchester,12
2965,(place 1231),Oldham,(place 1231),Oldham,2
1839,(place 1226),Manchester,(place 1226),Manchester,2
1938,(place 1225),Manchester,(place 1225),Manchester,2
2083,(house 1150),Tameside,(place 1230),Tameside,12
1511,(place 1235),Salford,(house 135),Salford,7
2484,(house 863),Bury,(place 1228),Bury,12
3116,(house 960),Rochdale,(place 1228),Bury,12
1248,(house 244),Salford,(place 1235),Salford,12
1667,(house 388),Manchester,(place 1229),Tameside,12
3344,(house 752),Oldham,(place 1233),Rochdale,12
1406,(house 194),Salford,(place 1228),Bury,12
1590,(house 477),Manchester,(place 1229),Tameside,12
1643,(place 1225),Manchester,(place 1225),Manchester,2
2224,(house 1174),Tameside,(place 1230),Tameside,12
3084,(house 1013),Rochdale,(place 1233),Rochdale,12
3158,(place 1231),Oldham,(place 1231),Oldham,2
2238,(place 1225),Manchester,(place 1225),Manchester,2
2073,(house 1131),Tameside,(place 1225),Manchester,12
1623,(place 1226),Manchester,(place 1226),Manchester,2
2530,(house 956),Bury,(place 1228),Bury,12
2938,(place 1231),Oldham,(place 1231),Oldham,2
3107,(house 1011),Rochdale,(place 1234),Rochdale,12
2261,(place 1230),Tameside,(place 1230),Tameside,2
2115,(place 1230),Tameside,(place 1230),Tameside,2
2009,(place 1225),Manchester,(house 620),Manchester,7
2066,(house 1130),Tameside,(place 1225),Manchester,12
3255,(house 826),Oldham,(place 1232),Oldham,12
2061,(house 1116),Tameside,(place 1229),Tameside,12
2100,(place 1229),Tameside,(place 1229),Tameside,2
1377,(house 235),Salford,(place 1238),Trafford,12
2049,(house 1198),Tameside,(place 1225),Manchester,12
3110,(house 1051),Rochdale,(place 1232),Oldham,12
3171,(house 758),Oldham,(place 1229),Tameside,12
2161,(house 1108),Tameside,(place 1229),Tameside,12
2907,(house 1013),Rochdale,(place 1233),Rochdale,12
1850,(house 558),Manchester,(place 1237),Trafford,13
2061,(place 1229),Tameside,(place 1229),Tameside,2
2171,(house 1181),Tameside,(place 1225),Manchester,13
1938,(place 1225),Manchester,(place 1225),Manchester,2
2038,(house 1196),Tameside,(place 1225),Manchester,13
2985,(house 988),Rochdale,(place 1231),Oldham,13
3050,(place 1227),Bury,(place 1227),Bury,2
3069,(house 1029),Rochdale,(place 1232),Oldham,13
2064,(place 1229),Tameside,(house 1157),Tameside,7
2991,(house 998),Rochdale,(place 1233),Rochdale,13
1829,(house 440),Manchester,(place 1227),Bury,13
2266,(house 1140),Tameside,(place 1230),Tameside,13
2971,(house 979),Rochdale,(place 1234),Rochdale,13
2794,(house 361),Trafford,(place 1238),Trafford,13
2680,(house 380),Trafford,(place 1227),Bury,13
2178,(house 1095),Tameside,(place 1225),Manchester,13
3372,(house 718),Oldham,(place 1232),Oldham,13
2044,(place 1230),Tameside,(place 1230),Tameside,2
2184,(house 1097),Tameside,(place 1225),Manchester,13
2230,(place 1230),Tameside,(place 1230),Tameside,2
3171,(place 1229),Tameside,(place 1229),Tameside,2
1612,(house 660),Manchester,(place 1228),Bury,13
1707,(place 1225),Manchester,(house 543),Manchester,6
2533,(house 945),Bury,(place 1227),Bury,13
3149,(house 767),Oldham,(house 767),Oldham,2
3338,(house 734),Oldham,(place 1234),Rochdale,13
3384,(house 812),Oldham,(place 1230),Tameside,13
2245,(house 1128),Tameside,(place 1225),Manchester,13
3296,(house 773),Oldham,(place 1233),Rochdale,13
2049,(place 1225),Manchester,(place 1225),Manchester,2
2141,(house 1137),Tameside,(place 1225),Manchester,13
1616,(place 1237),Trafford,(place 1237),Trafford,2
2890,(house 1081),Rochdale,(place 1231),Oldham,13
2134,(house 1216),Tameside,(place 1230),Tameside,13
2256,(place 1230),Tameside,(place 1230),Tameside,2
2138,(place 1225),Manchester,(place 1225),Manchester,2
1608,(house 520),Manchester,(place 1226),Manchester,13
3181,(place 1233),Rochdale,(place 1233),Rochdale,2
2336,(house 868),Bury,(place 1227),Bury,13
2152,(place 1229),Tameside,(place 1229),Tameside,2
3049,(house 972),Rochdale,(place 1231),Oldham,13
2118,(place 1229),Tameside,(place 1229),Tameside,2
3148,(house 812),Oldham,(place 1230),Tameside,13
3116,(place 1228),Bury,(place 1228),Bury,2
2193,(house 1219),Tameside,(place 1229),Tameside,13
2172,(place 1229),Tameside,(place 1229),Tameside,2
2869,(house 1030),Rochdale,(place 1233),Rochdale,13
3126,(house 747),Oldham,(place 1234),Rochdale,13
2976,(place 1233),Rochdale,(place 1233),Rochdale,2
2271,(place 1230),Tameside,(place 1230),Tameside,2
2283,(house 1112),Tameside,(place 1229),Tameside,13
3087,(house 979),Rochdale,(place 1234),Rochdale,13
2277,(place 1229),Tameside,(place 1229),Tameside,2
2877,(house 1013),Rochdale,(place 1231),Oldham,13
1268,(house 123),Salford,(place 1237),Trafford,13
2205,(house 1125),Tameside,(place 1225),Manchester,13
1590,(place 1229),Tameside,(place 1229),Tameside,2
1708,(house 543),Manchester,(place 1229),Tameside,13
2169,(place 1225),Manchester,(place 1225),Manchester,2
2269,(place 1225),Manchester,(place 1225),Manchester,2
2009,(house 620),Manchester,(house 620),Manchester,2
1323,(house 245),Salford,(place 1227),Bury,13
3081,(house 1058),Rochdale,(place 1228),Bury,13
2210,(place 1225),Manchester,(place 1225),Manchester,2
2128,(house 1196),Tameside,(place 1225),Manchester,13
2076,(place 1225),Manchester,(place 1225),Manchester,2
3291,(house 811),Oldham,(place 1233),Rochdale,13
2880,(house 1013),Rochdale,(place 1231),Oldham,13
1895,(house 513),Manchester,(place 1229),Tameside,13
1971,(place 1225),Manchester,(house 620),Manchester,7
2249,(place 1229),Tameside,(house 1099),Tameside,6
2396,(place 1228),Bury,(place 1228),Bury,2
2535,(house 939),Bury,(place 1228),Bury,13
1885,(house 457),Manchester,(place 1226),Manchester,13
1347,(house 230),Salford,(place 1236),Salford,13
1399,(house 212),Salford,(place 1236),Salford,13
1862,(house 422),Manchester,(house 422),Manchester,2
2928,(house 1062),Rochdale,(place 1233),Rochdale,13
2013,(place 1230),Tameside,(place 1230),Tameside,2
2201,(house 1125),Tameside,(place 1225),Manchester,13
2968,(house 1030),Rochdale,(place 1233),Rochdale,13
2079,(place 1230),Tameside,(place 1230),Tameside,2
1785,(place 1225),Manchester,(house 605),Manchester,5
2153,(house 1196),Tameside,(place 1225),Manchester,13
1565,(place 1225),Manchester,(place 1225),Manchester,2
1834,(house 670),Manchester,(place 1225),Manchester,14
1854,(house 387),Manchester,(place 1237),Trafford,14
2272,(place 1229),Tameside,(house 1136),Tameside,8
3087,(place 1234),Rochdale,(place 1234),Rochdale,2
1971,(house 620),Manchester,(house 620),Manchester,2
2226,(house 1101),Tameside,(place 1229),Tameside,14
1707,(house 543),Manchester,(house 543),Manchester,2
3267,(house 802),Oldham,(place 1233),Rochdale,14
2065,(house 1170),Tameside,(place 1225),Manchester,14
2216,(place 1230),Tameside,(place 1229),Tameside,8
1609,(place 1225),Manchester,(house 433),Manchester,4
2241,(place 1230),Tameside,(place 1229),Tameside,8
2026,(place 1229),Tameside,(house 1130),Tameside,7
1652,(house 542),Manchester,(place 1237),Trafford,14
2009,(house 620),Manchester,(house 620),Manchester,2
2680,(place 1227),Bury,(place 1227),Bury,2
2218,(place 1229),Tameside,(house 1128),Tameside,8
2082,(house 1163),Tameside,(place 1230),Tameside,14
2028,(house 1223),Tameside,(place 1225),Manchester,14
2113,(place 1229),Tameside,(house 1113),Tameside,8
2134,(place 1230),Tameside,(place 1230),Tameside,2
2178,(place 1225),Manchester,(place 1225),Manchester,2
2274,(place 1230),Tameside,(house 1106),Tameside,8
2064,(house 1157),Tameside,(house 1157),Tameside,2
2061,(place 1229),Tameside,(place 1229),Tameside,2
3135,(house 732),Oldham,(place 1234),Rochdale,14
1927,(house 432),Manchester,(place 1237),Trafford,14
1631,(house 597),Manchester,(place 1226),Manchester,14
2038,(place 1225),Manchester,(place 1225),Manchester,2
2141,(place 1225),Manchester,(place 1225),Manchester,2
1686,(house 557),Manchester,(place 1226),Manchester,14
1462,(place 1235),Salford,(house 129),Salford,8
3281,(house 765),Oldham,(place 1227),Bury,14
1559,(house 635),Manchester,(place 1228),Bury,14
2158,(house 1152),Tameside,(place 1225),Manchester,14
1598,(place 1225),Manchester,(house 695),Manchester,8
2961,(house 980),Rochdale,(place 1233),Rochdale,14
2193,(place 1229),Tameside,(place 1229),Tameside,2
2870,(place 1234),Rochdale,(house 1006),Rochdale,8
2210,(place 1225),Manchester,(place 1225),Manchester,2
1791,(house 513),Manchester,(place 1230),Tameside,14
2305,(house 867),Bury,(place 1227),Bury,14
1887,(house 502),Manchester,(place 1230),Tameside,14
2234,(house 1205),Tameside,(place 1230),Tameside,14
2149,(house 1163),Tameside,(place 1230),Tameside,14
1401,(place 1236),Salford,(house 243),Salford,8
2204,(place 1230),Tameside,(house 1215),Tameside,8
2580,(house 295),Trafford,(place 1235),Salford,14
2266,(place 1230),Tameside,(place 1230),Tameside,2
2079,(place 1230),Tameside,(place 1230),Tameside,2
2124,(house 1142),Tameside,(place 1230),Tameside,14
3148,(place 1230),Tameside,(place 1230),Tameside,2
1850,(place 1237),Trafford,(place 1237),Trafford,2
3271,(house 769),Oldham,(place 1234),Rochdale,14
2184,(place 1225),Manchester,(place 1225),Manchester,2
2647,(house 249),Trafford,(place 1238),Trafford,14
1565,(place 1225),Manchester,(place 1225),Manchester,2
1541,(place 1225),Manchester,(house 658),Manchester,8
2143,(house 1170),Tameside,(place 1225),Manchester,14
2213,(place 1229),Tameside,(place 1230),Tameside,8
1862,(house 422),Manchester,(house 422),Manchester,2
2030,(house 1163),Tameside,(place 1230),Tameside,14
2169,(place 1225),Manchester,(place 1225),Manchester,2
2278,(place 1230),Tameside,(house 1215),Tameside,8
1860,(house 477),Manchester,(place 1230),Tameside,14
2240,(house 1164),Tameside,(place 1230),Tameside,14
2931,(house 1087),Rochdale,(place 1231),Oldham,14
2511,(house 855),Bury,(place 1227),Bury,14
2230,(place 1230),Tameside,(place 1230),Tameside,2
1829,(place 1227),Bury,(place 1227),Bury,2
2277,(place 1229),Tameside,(place 1229),Tameside,2
2793,(place 1236),Salford,(house 372),Trafford,8
1810,(house 460),Manchester,(place 1230),Tameside,14
3098,(place 1234),Rochdale,(house 1022),Rochdale,8
2201,(place 1225),Manchester,(place 1225),Manchester,2
2869,(place 1233),Rochdale,(place 1233),Rochdale,2
3189,(house 819),Oldham,(place 1225),Manchester,14
2080,(place 1230),Tameside,(house 1091),Tameside,8
1885,(place 1226),Manchester,(place 1226),Manchester,2
2271,(place 1230),Tameside,(place 1230),Tameside,2
1837,(house 513),Manchester,(place 1230),Tameside,14
1734,(house 557),Manchester,(place 1226),Manchester,14
2555,(house 923),Bury,(place 1228),Bury,14
2567,(house 359),Trafford,(place 1238),Trafford,14
2217,(house 1153),Tameside,(place 1230),Tameside,14
2985,(place 1231),Oldham,(place 1231),Oldham,2
2013,(place 1230),Tameside,(place 1230),Tameside,2
2877,(place 1231),Oldham,(place 1231),Oldham,2
2002,(house 535),Manchester,(place 1226),Manchester,14
3330,(house 775),Oldham,(place 1229),Tameside,14
2045,(house 1119),Tameside,(place 1225),Manchester,14
2046,(place 1229),Tameside,(place 1230),Tameside,8
2207,(place 1229),Tameside,(house 1110),Tameside,8
2118,(place 1229),Tameside,(place 1229),Tameside,2
3087,(place 1234),Rochdale,(place 1234),Rochdale,2
3065,(house 1019),Rochdale,(place 1228),Bury,15
1709,(house 581),Manchester,(place 1228),Bury,15
2142,(house 1215),Tameside,(place 1229),Tameside,6
2876,(place 1231),Oldham,(house 1035),Rochdale,8
1920,(house 619),Manchester,(place 1228),Bury,15
2048,(place 1229),Tameside,(house 1213),Tameside,6
2213,(place 1230),Tameside,(place 1230),Tameside,2
2134,(place 1230),Tameside,(place 1230),Tameside,2
3016,(house 962),Rochdale,(place 1232),Oldham,15
2217,(place 1230),Tameside,(place 1230),Tameside,2
2193,(place 1229),Tameside,(place 1229),Tameside,2
1799,(house 576),Manchester,(place 1237),Trafford,15
2013,(place 1230),Tameside,(place 1230),Tameside,2
2216,(place 1229),Tameside,(place 1229),Tameside,2
2197,(place 1229),Tameside,(house 1165),Tameside,8
2672,(house 346),Trafford,(place 1238),Trafford,15
2030,(place 1230),Tameside,(place 1230),Tameside,2
2078,(house 1201),Tameside,(place 1225),Manchester,15
2068,(place 1229),Tameside,(house 1200),Tameside,8
1827,(house 513),Manchester,(place 1225),Manchester,6
2656,(house 314),Trafford,(place 1238),Trafford,15
1834,(place 1225),Manchester,(place 1225),Manchester,2
2315,(place 1227),Bury,(place 1228),Bury,5
3378,(house 769),Oldham,(place 1231),Oldham,15
2149,(place 1230),Tameside,(place 1230),Tameside,2
2664,(house 357),Trafford,(place 1227),Bury,15
2201,(place 1225),Manchester,(place 1225),Manchester,2
1545,(house 525),Manchester,(place 1226),Manchester,15
1860,(place 1230),Tameside,(place 1230),Tameside,2
2031,(house 1176),Tameside,(place 1230),Tameside,15
1690,(place 1225),Manchester,(house 637),Manchester,8
1435,(house 190),Salford,(place 1236),Salford,15
1587,(house 562),Manchester,(place 1226),Manchester,15
1887,(place 1230),Tameside,(place 1230),Tameside,2
2274,(house 1106),Tameside,(house 1106),Tameside,2
1533,(house 224),Salford,(place 1237),Trafford,15
2226,(place 1229),Tameside,(place 1229),Tameside,2
2662,(house 317),Trafford,(place 1235),Salford,15
3189,(place 1225),Manchester,(place 1225),Manchester,2
2961,(place 1233),Rochdale,(place 1233),Rochdale,2
2018,(house 1133),Tameside,(place 1233),Rochdale,15
2136,(house 1164),Tameside,(place 1225),Manchester,15
2207,(house 1110),Tameside,(house 1110),Tameside,2
2160,(place 1229),Tameside,(place 1230),Tameside,8
3354,(place 1231),Oldham,(house 742),Oldham,8
1531,(house 138),Salford,(house 138),Salford,6
3348,(house 715),Oldham,(place 1233),Rochdale,15
1524,(house 108),Salford,(place 1236),Salford,15
3262,(house 769),Oldham,(place 1231),Oldham,15
2877,(place 1231),Oldham,(place 1231),Oldham,2
3142,(house 715),Oldham,(place 1232),Oldham,15
1266,(place 1236),Salford,(place 1235),Salford,7
1683,(house 592),Manchester,(place 1227),Bury,15
2985,(place 1231),Oldham,(place 1231),Oldham,2
2184,(place 1225),Manchester,(place 1225),Manchester,2
2230,(place 1230),Tameside,(place 1230),Tameside,2
3337,(house 835),Oldham,(place 1233),Rochdale,15
2555,(place 1228),Bury,(place 1228),Bury,2
2809,(house 323),Trafford,(place 1226),Manchester,15
2726,(house 293),Trafford,(place 1227),Bury,15
3271,(place 1234),Rochdale,(place 1234),Rochdale,2
2141,(place 1225),Manchester,(place 1225),Manchester,2
2124,(place 1230),Tameside,(place 1230),Tameside,2
2190,(place 1229),Tameside,(house 1184),Tameside,8
1307,(house 180),Salford,(place 1232),Oldham,15
1825,(place 1225),Manchester,(house 539),Manchester,8
1645,(place 1225),Manchester,(house 569),Manchester,8
2240,(place 1230),Tameside,(place 1230),Tameside,2
1634,(house 562),Manchester,(place 1237),Trafford,15
2869,(place 1233),Rochdale,(place 1233),Rochdale,2
2169,(place 1225),Manchester,(place 1225),Manchester,2
1885,(place 1226),Manchester,(place 1226),Manchester,2
1462,(house 129),Salford,(house 129),Salford,2
2118,(place 1229),Tameside,(place 1229),Tameside,2
2267,(place 1229),Tameside,(house 1104),Tameside,7
2176,(place 1229),Tameside,(house 1117),Tameside,8
2002,(place 1226),Manchester,(place 1226),Manchester,2
3195,(place 1231),Oldham,(place 1233),Rochdale,11
2089,(place 1229),Tameside,(place 1230),Tameside,8
2031,(place 1230),Tameside,(place 1230),Tameside,2
1375,(house 177),Salford,(place 1237),Trafford,16
2328,(house 954),Bury,(place 1228),Bury,16
2226,(place 1229),Tameside,(place 1229),Tameside,2
1544,(house 711),Manchester,(place 1229),Tameside,16
2163,(house 1186),Tameside,(place 1225),Manchester,16
2206,(house 1182),Tameside,(place 1230),Tameside,16
2024,(place 1229),Tameside,(house 1178),Tameside,9
1589,(place 1225),Manchester,(place 1229),Tameside,12
2649,(house 365),Trafford,(place 1227),Bury,16
1982,(house 488),Manchester,(place 1235),Salford,16
1846,(house 499),Manchester,(place 1236),Salford,16
3244,(house 813),Oldham,(place 1228),Bury,16
2197,(house 1165),Tameside,(house 1165),Tameside,2
1988,(place 1225),Manchester,(house 583),Manchester,9
2270,(place 1229),Tameside,(house 1149),Tameside,9
3302,(house 765),Oldham,(place 1228),Bury,16
3337,(place 1233),Rochdale,(place 1233),Rochdale,2
2025,(place 1225),Manchester,(house 1098),Tameside,8
1858,(place 1225),Manchester,(house 550),Manchester,9
2267,(house 1104),Tameside,(house 1104),Tameside,2
2101,(place 1229),Tameside,(place 1230),Tameside,8
2220,(house 1207),Tameside,(place 1229),Tameside,16
2005,(house 573),Manchester,(place 1237),Trafford,16
2216,(place 1229),Tameside,(place 1229),Tameside,2
1459,(house 112),Salford,(place 1235),Salford,16
1999,(place 1225),Manchester,(house 463),Manchester,9
3319,(place 1231),Oldham,(house 734),Oldham,9
2217,(place 1230),Tameside,(place 1230),Tameside,2
3314,(house 726),Oldham,(place 1234),Rochdale,16
2193,(place 1229),Tameside,(place 1229),Tameside,2
1784,(house 527),Manchester,(place 1229),Tameside,16
2103,(place 1229),Tameside,(house 1128),Tameside,8
3075,(house 1017),Rochdale,(place 1231),Oldham,16
3108,(house 966),Rochdale,(place 1233),Rochdale,16
1767,(place 1226),Manchester,(house 479),Manchester,9
2207,(house 1110),Tameside,(house 1110),Tameside,2
1788,(house 644),Manchester,(place 1226),Manchester,16
1393,(place 1236),Salford,(house 156),Salford,7
2124,(place 1230),Tameside,(place 1230),Tameside,2
2089,(place 1230),Tameside,(place 1230),Tameside,2
2221,(place 1230),Tameside,(house 1202),Tameside,9
2040,(house 1219),Tameside,(place 1230),Tameside,16
2068,(house 1200),Tameside,(house 1200),Tameside,2
2230,(place 1230),Tameside,(place 1230),Tameside,2
2181,(house 1144),Tameside,(place 1230),Tameside,16
